UBIGEO,DEP,PROV,DIST,CODCP,NOMCP,MNOMCP,CAPITAL,CON_IE,NIVEL,CPINEI,CPINEI2,CPINEI_BKP,FUENTE_G,Z,XGD,YGD,Y_X_COORD
101101,HUANUCO,YAROWILCA,CHAVINILLO,513263,Alpahuanca / Santa Fe de Alpahuanca,ALPAHUANCA / SANTA FE DE ALPAHUANCA,0,0,,1011010124,,1011010124,IGN,3735,-76.58369340000,-9.87548465000,-9.87548464999998-76.5836934
100801,HUANUCO,PACHITEA,PANAO,539375,San Cristobal de Naunan,SAN CRISTOBAL DE NAUNAN,0,1,IP,1008020044,,1008020044,MED-GPS,3564,-75.91126682700,-9.87624463300,-9.87624463299994-75.911266827
020202,ANCASH,AIJA,CORIS,542922,Higos,HIGOS,0,0,,,,,IGN,1600,-77.76656289000,-9.87506740000,-9.87506739999998-77.76656289
020508,ANCASH,BOLOGNESI,HUALLANCA,119127,Shullana,SHULLANA,0,0,,0205080031,,0205080031,IGN,3758,-76.95698802000,-9.87499502000,-9.87499501999997-76.95698802
101101,HUANUCO,YAROWILCA,CHAVINILLO,614152,Yanatininan,YANATININAN,0,0,,1011010077,,1011010077,INEI,3605,-76.59857666700,-9.85063000000,-9.85062999999997-76.598576667
021105,ANCASH,HUARMEY,MALVAS,223997,Yurac Corral,YURAC CORRAL,0,0,,,,,IGN,4432,-77.60091053000,-9.87487877000,-9.87487876999995-77.60091053
101101,HUANUCO,YAROWILCA,CHAVINILLO,612373,Huarianga,HUARIANGA,0,0,,1011010081,,1011010081,INEI,3458,-76.58538000000,-9.88392333300,-9.88392333299993-76.58538
021702,ANCASH,RECUAY,CATAC,539989,Margarita Pampa,MARGARITA PAMPA,0,0,,0217020052,,0217020052,IGN,4388,-77.30063577000,-9.87433828000,-9.87433827999996-77.30063577
021105,ANCASH,HUARMEY,MALVAS,616154,Asiac,ASIAC,0,0,,0211050003,,0211050003,INEI,4300,-77.59370000000,-9.87810500000,-9.87810499999995-77.5937
100301,HUANUCO,DOS DE MAYO,LA UNION,518957,Huanuco Viejo,HUANUCO VIEJO,0,0,,,,,IGN,3622,-76.81204027000,-9.87414790000,-9.87414789999997-76.81204027
100301,HUANUCO,DOS DE MAYO,LA UNION,610466,Huanuco Pampa,HUANUCO PAMPA,0,0,,1003010020,,1003010020,INEI,3625,-76.80703666600,-9.88289666600,-9.88289666599997-76.807036666
100804,HUANUCO,PACHITEA,UMARI,111643,Raco,RACO,0,1,IP,1008040029,,1008040029,MED-GPS,2752,-76.00253345000,-9.87412514000,-9.87412513999993-76.00253345
100101,HUANUCO,HUANUCO,HUANUCO,230264,Huachog,HUACHOG,0,1,GP,1001010013,,1001010013,MED-GPS,1850,-76.19856454000,-9.87390346000,-9.87390345999995-76.19856454
101102,HUANUCO,YAROWILCA,CAHUAC,213368,Tambormachay,TAMBORMACHAY,0,0,,,,,IGN,3737,-76.68565864000,-9.87387091000,-9.87387090999994-76.68565864
020202,ANCASH,AIJA,CORIS,210970,Panteon Alto,PANTEON ALTO,0,0,,0202020085,,0202020085,IGN,1725,-77.77003116000,-9.87385727000,-9.87385726999997-77.77003116
101101,HUANUCO,YAROWILCA,CHAVINILLO,222982,Chuquimarca,CHUQUIMARCA,0,0,,1011010088,,1011010088,IGN,3927,-76.54769477000,-9.87358628000,-9.87358627999993-76.54769477
100804,HUANUCO,PACHITEA,UMARI,519648,Ambar,AMBAR,0,0,,1008040038,,1008040038,IGN,2803,-75.98715151000,-9.87355165000,-9.87355164999997-75.98715151
020504,ANCASH,BOLOGNESI,AQUIA,127077,Pichca Ragra,PICHCA RAGRA,0,0,,,,,IGN,4153,-77.11922077000,-9.88471864000,-9.88471863999996-77.11922077
100801,HUANUCO,PACHITEA,PANAO,512261,Yanapa,YANAPA,0,0,,1008010010,,1008010010,IGN,3473,-75.92514790000,-9.88470990000,-9.88470989999996-75.9251479
101106,HUANUCO,YAROWILCA,OBAS,126441,Milpo,MILPO,0,1,GP,1010050010,,1010050010,MED-GPS,3841,-76.70118516000,-9.88464987000,-9.88464986999998-76.70118516
100804,HUANUCO,PACHITEA,UMARI,550969,Carancho,CARANCHO,0,1,IP,1008040039,,1008040039,MED-GPS,2547,-75.98787518000,-9.88444442000,-9.88444441999997-75.9878751799999
100301,HUANUCO,DOS DE MAYO,LA UNION,121767,La Esperanza,LA ESPERANZA,0,1,G,1010050123,,1010050123,IGN,3775,-76.74809815000,-9.88442640000,-9.88442639999994-76.74809815
101106,HUANUCO,YAROWILCA,OBAS,113202,Yuracrumi,YURACRUMI,0,0,,,,,IGN,3933,-76.71582464000,-9.88441503000,-9.88441502999996-76.7158246399999
101105,HUANUCO,YAROWILCA,JACAS CHICO,527979,Algayhuachan,ALGAYHUACHAN,0,0,,1011050007,,1011050007,IGN,3831,-76.49333052000,-9.86165878000,-9.86165877999997-76.49333052
100804,HUANUCO,PACHITEA,UMARI,521702,Inca Pozo,INCA POZO,0,0,,1008040022,,1008040022,IGN,3072,-76.01828403000,-9.86165564000,-9.86165563999998-76.01828403
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,524975,Pacaypuco,PACAYPUCO,0,0,,1001090076,,1001090076,IGN,2154,-76.14053290000,-9.86146727000,-9.86146726999993-76.1405329
020508,ANCASH,BOLOGNESI,HUALLANCA,229576,Mina Santa Anita,MINA SANTA ANITA,0,0,,,,,IGN,4318,-77.05276228000,-9.86145265000,-9.86145264999993-77.05276228
100301,HUANUCO,DOS DE MAYO,LA UNION,128793,Hacienda Charan,HACIENDA CHARAN,0,0,,1003010014,,1003010014,IGN,3357,-76.86825790000,-9.86131078000,-9.86131077999994-76.8682578999999
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,214357,Huaycho / Huaychao,HUAYCHO / HUAYCHAO,0,0,,,,,IGN,2768,-76.11675865000,-9.86128864000,-9.86128863999994-76.11675865
101005,HUANUCO,LAURICOCHA,RONDOS,532107,Cochas,COCHAS,0,0,,,,,IGN,4197,-76.64498339000,-9.87889377000,-9.87889376999993-76.6449833899999
020508,ANCASH,BOLOGNESI,HUALLANCA,123611,Putaca,PUTACA,0,0,,0205080032,,0205080032,IGN,3871,-76.90242728000,-9.87611127000,-9.87611126999997-76.90242728
020504,ANCASH,BOLOGNESI,AQUIA,124531,Cajon Ragra,CAJON RAGRA,0,0,,0205040010,,0205040010,IGN,4423,-77.08551928000,-9.87589490000,-9.87589489999993-77.08551928
100301,HUANUCO,DOS DE MAYO,LA UNION,124605,Mesapata,MESAPATA,0,0,,1003010015,,1003010015,IGN,3732,-76.85462390000,-9.87583627000,-9.87583626999998-76.8546239
021104,ANCASH,HUARMEY,HUAYAN,215117,Coto,COTO,0,0,,,,,IGN,2930,-77.69955327000,-9.87582165000,-9.87582164999998-77.69955327
020508,ANCASH,BOLOGNESI,HUALLANCA,212525,Chuspic,CHUSPIC,0,0,,0205080029,,0205080029,IGN,4083,-77.01875653000,-9.87572228000,-9.87572227999993-77.01875653
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,214668,Consuelo,CONSUELO,0,0,,,,,IGN,569,-75.44714727000,-9.87564553000,-9.87564552999993-75.44714727
101101,HUANUCO,YAROWILCA,CHAVINILLO,231052,Ancatanan,ANCATANAN,0,0,,,,,IGN,3689,-76.58795416000,-9.80783952000,-9.80783951999996-76.58795416
100103,HUANUCO,HUANUCO,CHINCHAO,542178,Cochatama,COCHATAMA,0,0,,1001030126,,1001030126,IGN,2143,-76.04969901000,-9.80780690000,-9.80780689999995-76.04969901
100802,HUANUCO,PACHITEA,CHAGLLA,524071,Verde Pozo,VERDE POZO,0,1,P,1008020037,,1008020037,MED-GPS,2322,-75.92167639000,-9.80753597000,-9.80753596999995-75.92167639
101106,HUANUCO,YAROWILCA,OBAS,124788,Jatun Ogo,JATUN OGO,0,0,,1011060143,,1011060143,IGN,3524,-76.62799227000,-9.80742702000,-9.80742701999998-76.6279922699999
100317,HUANUCO,DOS DE MAYO,RIPAN,525548,Cushuro,CUSHURO,0,0,,1003170025,,1003170025,IGN,3946,-76.86884315000,-9.80728102000,-9.80728101999995-76.86884315
100317,HUANUCO,DOS DE MAYO,RIPAN,128999,Quishuar / Quisuar Pampa,QUISHUAR / QUISUAR PAMPA,0,0,,1003170037,,1003170037,MED-GPS,3182,-76.80103567000,-9.80705703000,-9.80705702999995-76.80103567
020203,ANCASH,AIJA,HUACLLAN,231370,Shunqui,SHUNQUI,0,1,G,0202030006,,0202030006,IGN,3027,-77.68629201000,-9.80686502000,-9.80686501999998-77.68629201
101107,HUANUCO,YAROWILCA,PAMPAMARCA,616593,Mullaca Ragra,MULLACA RAGRA,0,0,,1011070058,,1011070058,INEI,4055,-76.70760998600,-9.81013997800,-9.81013997799994-76.707609986
101101,HUANUCO,YAROWILCA,CHAVINILLO,649810,Matahuachag,MATAHUACHAG,0,0,,1011010028,,1011010028,INEI,3739,-76.58900333300,-9.82575500000,-9.82575499999996-76.5890033329999
100311,HUANUCO,DOS DE MAYO,MARIAS,529779,Jatun Ogo,JATUN OGO,0,0,,1003110021,,1003110021,IGN,3635,-76.68944103000,-9.60544391000,-9.60544390999996-76.68944103
020101,ANCASH,HUARAZ,HUARAZ,220513,Chihuar,CHIHUAR,0,0,,,,,IGN,3199,-77.50854765000,-9.60540340000,-9.60540339999994-77.50854765
100311,HUANUCO,DOS DE MAYO,MARIAS,611175,San Cristobal,SAN CRISTOBAL,0,0,,1003110008,,1003110008,INEI,3559,-76.70140166700,-9.60561000000,-9.60560999999996-76.701401667
021104,ANCASH,HUARMEY,HUAYAN,518332,Granada,GRANADA,0,0,,0211040005,,0211040005,IGN,1807,-77.74377540000,-9.85899678000,-9.85899677999993-77.7437753999999
101101,HUANUCO,YAROWILCA,CHAVINILLO,232877,Shirihuasi,SHIRIHUASI,0,0,,,,,IGN,3780,-76.55721214000,-9.79074828000,-9.79074827999995-76.5572121399999
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,233795,Huallijirca,HUALLIJIRCA,0,0,,,,,IGN,3355,-76.25788727000,-9.79072153000,-9.79072152999993-76.25788727
020203,ANCASH,AIJA,HUACLLAN,113642,San Isidro,SAN ISIDRO,0,1,IP,0202030004,,0202030004,MED-GPS,3270,-77.67297349000,-9.79174400000,-9.79174399999994-77.6729734899999
021702,ANCASH,RECUAY,CATAC,244073,Pilco,PILCO,0,0,,,,,IGN,3790,-77.40133491000,-9.86120177000,-9.86120176999998-77.4013349099999
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,232561,Huani Huari,HUANI HUARI,0,1,GP,1001090063,,1001090063,MED-GPS,1937,-76.22819483000,-9.86105561000,-9.86105560999994-76.22819483
101101,HUANUCO,YAROWILCA,CHAVINILLO,112989,Yacujitana,YACUJITANA,0,0,,,,,IGN,3786,-76.59281952000,-9.86087490000,-9.86087489999994-76.59281952
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,569967,Flor de Rosapampa,FLOR DE ROSAPAMPA,0,1,GP,1001090119,,1001090119,MED-GPS,1917,-76.21445503000,-9.86085939000,-9.86085938999997-76.21445503
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,613254,Agua Blanca,AGUA BLANCA,0,1,IP,1009020049,,1009020049,MED-GPS,373,-75.41772394100,-9.86443761500,-9.86443761499993-75.417723941
100301,HUANUCO,DOS DE MAYO,LA UNION,211264,Tranca,TRANCA,0,0,,1003010037,,1003010037,IGN,3312,-76.84846815000,-9.86068340000,-9.86068339999997-76.84846815
100101,HUANUCO,HUANUCO,HUANUCO,220516,Fundo Amaru,FUNDO AMARU,0,0,,,,,IGN,2959,-76.27286390000,-9.89971027000,-9.89971026999996-76.2728638999999
101105,HUANUCO,YAROWILCA,JACAS CHICO,649772,Gallo Rumi,GALLO RUMI,0,0,,,,,INEI,3935,-76.49810740000,-9.89954491000,-9.89954490999997-76.4981074
100101,HUANUCO,HUANUCO,HUANUCO,513503,Ayatamana,AYATAMANA,0,0,,1001010015,,1001010015,IGN,1871,-76.22908664000,-9.89943415000,-9.89943414999993-76.2290866399999
100101,HUANUCO,HUANUCO,HUANUCO,216990,Jigaragra,JIGARAGRA,0,0,,,,,IGN,2597,-76.30969177000,-9.89935228000,-9.89935227999996-76.30969177
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),522460,Urpay,URPAY,0,0,,1001060026,,1001060026,IGN,2716,-76.35818502000,-9.89934491000,-9.89934490999997-76.35818502
020508,ANCASH,BOLOGNESI,HUALLANCA,124495,Huallanca,HUALLANCA,3,1,IPSD,0205080001,,0205080001,MED-GPS,3547,-76.94164360000,-9.89931604000,-9.89931603999997-76.9416436
100801,HUANUCO,PACHITEA,PANAO,510180,Rosas Pampa,ROSAS PAMPA,0,0,,1008010015,,1008010015,IGN,2410,-75.99927289000,-9.89927240000,-9.89927239999997-75.99927289
101102,HUANUCO,YAROWILCA,CAHUAC,237181,Maraytaca,MARAYTACA,0,0,,1010050139,,1010050139,IGN,3915,-76.68540702000,-9.89914853000,-9.89914852999993-76.68540702
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),216682,Pampas,PAMPAS,0,1,IPS,1001060044,,1001060044,MED-GPS,3388,-76.47389105000,-9.89911223000,-9.89911222999996-76.47389105
101102,HUANUCO,YAROWILCA,CAHUAC,132213,Huanchu,HUANCHU,0,0,,,,,IGN,3949,-76.68042977000,-9.89904315000,-9.89904314999995-76.68042977
101106,HUANUCO,YAROWILCA,OBAS,131324,Cocha Pitec,COCHA PITEC,0,0,,1010050141,,1010050141,IGN,3901,-76.70647315000,-9.89892690000,-9.89892689999994-76.70647315
101108,HUANUCO,YAROWILCA,CHORAS,528397,Conac,CONAC,0,1,I,1011080012,,1011080012,IGN,3740,-76.55131027000,-9.89877290000,-9.89877289999993-76.55131027
100301,HUANUCO,DOS DE MAYO,LA UNION,533172,Cuyog,CUYOG,0,0,,,,,IGN,3775,-76.76717927000,-9.89871215000,-9.89871214999994-76.76717927
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),113796,Limapampa,LIMAPAMPA,0,1,GP,1001060021,,1001060021,MED-GPS,2600,-76.38054103000,-9.89869310000,-9.89869309999995-76.38054103
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,527131,Matucana,MATUCANA,0,0,,,,,IGN,2687,-76.14604715000,-9.89863740000,-9.89863739999993-76.14604715
101105,HUANUCO,YAROWILCA,JACAS CHICO,238545,Atacushma,ATACUSHMA,0,0,,,,,IGN,4012,-76.51049564000,-9.89797828000,-9.89797827999996-76.51049564
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),538988,Molino,MOLINO,0,0,,1001060029,,1001060029,IGN,2739,-76.42596165000,-9.89793227000,-9.89793226999996-76.42596165
100101,HUANUCO,HUANUCO,HUANUCO,232002,Luciapata,LUCIAPATA,0,0,,1001010004,,1001010004,IGN,2643,-76.32296777000,-9.88617027000,-9.88617026999998-76.3229677699999
101108,HUANUCO,YAROWILCA,CHORAS,513800,Choquevado,CHOQUEVADO,0,0,,1011080024,,1011080024,IGN,3462,-76.58793077000,-9.88612503000,-9.88612502999996-76.58793077
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),233471,San Pedro de Cani,SAN PEDRO DE CANI,0,1,IPS,1001060014,,1001060014,MED-GPS,2934,-76.38627681000,-9.88604125000,-9.88604124999995-76.38627681
101101,HUANUCO,YAROWILCA,CHAVINILLO,112937,Llicllatambo,LLICLLATAMBO,0,1,IPS,1011010085,,1011010085,MED-GPS,3581,-76.57644565000,-9.88601324000,-9.88601323999995-76.57644565
101105,HUANUCO,YAROWILCA,JACAS CHICO,234642,Pampamarca,PAMPAMARCA,0,0,,,,,IGN,4004,-76.51315677000,-9.88596053000,-9.88596052999998-76.51315677
101103,HUANUCO,YAROWILCA,CHACABAMBA,538160,Shullipampa,SHULLIPAMPA,0,0,,1011030004,,1011030004,IGN,3483,-76.61513089000,-9.88593852000,-9.88593851999997-76.61513089
100101,HUANUCO,HUANUCO,HUANUCO,610217,Huinish,HUINISH,0,0,,1001010006,,1001010006,INEI,3315,-76.28706833300,-9.88892166700,-9.88892166699998-76.287068333
101005,HUANUCO,LAURICOCHA,RONDOS,530939,Muyucro,MUYUCRO,0,0,,,,,IGN,4180,-76.64432003000,-9.88540116000,-9.88540115999996-76.64432003
021104,ANCASH,HUARMEY,HUAYAN,532806,Acojirca,ACOJIRCA,0,0,,0211040012,,0211040012,IGN,2763,-77.69982839000,-9.88535778000,-9.88535777999994-77.6998283899999
100801,HUANUCO,PACHITEA,PANAO,516980,Condorhuaca,CONDORHUACA,0,1,IP,1008010011,,1008010011,MED-GPS,3018,-75.93734124000,-9.88515598000,-9.88515597999998-75.93734124
101102,HUANUCO,YAROWILCA,CAHUAC,527615,Cancal,CANCAL,0,0,,1011020009,,1011020009,IGN,3587,-76.63764665000,-9.85652703000,-9.85652702999994-76.63764665
100804,HUANUCO,PACHITEA,UMARI,111806,Cachigaga,CACHIGAGA,0,1,IP,1008040013,,1008040013,MED-GPS,2533,-76.03659027000,-9.85651525000,-9.85651524999997-76.03659027
021104,ANCASH,HUARMEY,HUAYAN,228519,Cushcup,CUSHCUP,0,0,,,,,IGN,2671,-77.72596765000,-9.85651377000,-9.85651376999994-77.72596765
101102,HUANUCO,YAROWILCA,CAHUAC,128314,Cahuac,CAHUAC,3,1,IPSL,1011020001,,1011020001,MED-GPS,3385,-76.63067298000,-9.85273011000,-9.85273010999998-76.63067298
100104,HUANUCO,HUANUCO,CHURUBAMBA,537699,Chumapampa,CHUMAPAMPA,0,0,,1001040075,,1001040075,IGN,1819,-76.15551665000,-9.85272866000,-9.85272865999997-76.15551665
190308,PASCO,OXAPAMPA,CONSTITUCION,311006,Siete Hermanos,SIETE HERMANOS,0,0,,1903080006,,1903080006,MED-GPS,281,-74.77917150000,-9.85299760000,-9.85299759999998-74.7791715
021014,ANCASH,HUARI,SAN MARCOS,245266,San Luis,SAN LUIS,0,0,,,,,IGN,3853,-77.12170878000,-9.56285490000,-9.56285489999993-77.1217087799999
020801,ANCASH,CASMA,CASMA,125831,Puquio Grande,PUQUIO GRANDE,0,0,,0208010037,,0208010037,IGN,169,-78.20055890000,-9.56277378000,-9.56277377999993-78.2005589
020101,ANCASH,HUARAZ,HUARAZ,622723,Incahuasi Bajo,INCAHUASI BAJO,0,0,,0201010032,,0201010032,INEI,3385,-77.49459809400,-9.56113939000,-9.56113938999994-77.494598094
101106,HUANUCO,YAROWILCA,OBAS,542916,Castilla,CASTILLA,0,0,,1011060096,,1011060096,IGN,3768,-76.69611328000,-9.87257090000,-9.87257089999997-76.69611328
020508,ANCASH,BOLOGNESI,HUALLANCA,218991,Jircanhuay,JIRCANHUAY,0,0,,,,,IGN,3982,-77.00806440000,-9.87235802000,-9.87235801999998-77.0080644
100804,HUANUCO,PACHITEA,UMARI,119638,Cunupa,CUNUPA,0,0,,1008040031,,1008040031,IGN,2809,-76.04248178000,-9.87219003000,-9.87219002999996-76.0424817799999
101101,HUANUCO,YAROWILCA,CHAVINILLO,126376,Pacararan,PACARARAN,0,0,,,,,IGN,3622,-76.60162952000,-9.87218340000,-9.87218339999993-76.60162952
100301,HUANUCO,DOS DE MAYO,LA UNION,551256,Jando Vado,JANDO VADO,0,0,,1003010022,,1003010022,IGN,3591,-76.79642790000,-9.87207727000,-9.87207726999998-76.7964279
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),618206,Huaychao,HUAYCHAO,0,0,,1001060013,,1001060013,INEI,3814,-76.37689666700,-9.85564166700,-9.85564166699993-76.376896667
100802,HUANUCO,PACHITEA,CHAGLLA,220426,Tambo Sarria,TAMBO SARRIA,0,0,,,,,IGN,3524,-75.76263701000,-9.87015190000,-9.87015189999994-75.7626370099999
020504,ANCASH,BOLOGNESI,AQUIA,122287,Putaca / Putaca Grande,PUTACA / PUTACA GRANDE,0,0,,0205040005,,0205040005,IGN,4343,-77.13534665000,-9.87004953000,-9.87004952999996-77.13534665
020508,ANCASH,BOLOGNESI,HUALLANCA,213697,Tanash Huay,TANASH HUAY,0,0,,0205080027,,0205080027,IGN,4141,-77.02075528000,-9.86600902000,-9.86600901999998-77.0207552799999
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),536787,San Antonio de Chonta,SAN ANTONIO DE CHONTA,0,1,GP,1001060008,,1001060008,MED-GPS,3548,-76.40930324000,-9.86585778000,-9.86585777999994-76.40930324
101105,HUANUCO,YAROWILCA,JACAS CHICO,539995,Colishcancha,COLISHCANCHA,0,0,,1011050008,,1011050008,IGN,3830,-76.49325640000,-9.86575428000,-9.86575427999998-76.4932564
021104,ANCASH,HUARMEY,HUAYAN,216492,Huin Huin,HUIN HUIN,0,0,,,,,IGN,4075,-77.65277465000,-9.86557903000,-9.86557902999994-77.65277465
021101,ANCASH,HUARMEY,HUARMEY,216678,Monte Verde,MONTE VERDE,0,0,,,,,IGN,1323,-77.89310514000,-9.86552577000,-9.86552576999998-77.89310514
020202,ANCASH,AIJA,CORIS,246180,Irman,IRMAN,0,1,GP,0211040018,,0211040018,MED-GPS,1731,-77.74572495000,-9.85955326000,-9.85955325999993-77.74572495
100804,HUANUCO,PACHITEA,UMARI,524222,Shalla,SHALLA,0,1,G,1008040026,,1008040026,IGN,3065,-76.02337740000,-9.86516265000,-9.86516264999995-76.0233774
021103,ANCASH,HUARMEY,CULEBRAS,545728,San Ignacio,SAN IGNACIO,0,0,,,,,IGN,270,-78.08462353000,-9.86485540000,-9.86485539999995-78.08462353
101101,HUANUCO,YAROWILCA,CHAVINILLO,546116,Ayapiteg,AYAPITEG,0,1,IPS,1011010071,,1011010071,MED-GPS,3904,-76.55069126000,-9.86470728000,-9.86470727999995-76.55069126
100804,HUANUCO,PACHITEA,UMARI,224405,Chinchinca / Chinchinga,CHINCHINCA / CHINCHINGA,0,0,,1008040025,,1008040025,IGN,2677,-76.05441453000,-9.86462140000,-9.86462139999998-76.05441453
101105,HUANUCO,YAROWILCA,JACAS CHICO,610436,Buena Vista,BUENA VISTA,0,0,,,,,INEI,3891,-76.52971089000,-9.86067378000,-9.86067377999996-76.52971089
101102,HUANUCO,YAROWILCA,CAHUAC,548607,Pocra,POCRA,0,0,,1011020019,,1011020019,IGN,3621,-76.63841940000,-9.86061627000,-9.86061626999998-76.6384194
021104,ANCASH,HUARMEY,HUAYAN,239737,Huanchay,HUANCHAY,0,0,,,,,IGN,1781,-77.74554377000,-9.86058952000,-9.86058951999996-77.74554377
100301,HUANUCO,DOS DE MAYO,LA UNION,115054,Casha Pata,CASHA PATA,0,0,,1003010012,,1003010012,IGN,3607,-76.82676940000,-9.86037603000,-9.86037602999994-76.8267694
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,217335,Aceitiyoc,ACEITIYOC,0,0,,1001090059,,1001090059,IGN,2600,-76.25630028000,-9.86020802000,-9.86020801999996-76.2563002799999
101101,HUANUCO,YAROWILCA,CHAVINILLO,649859,Cormay,CORMAY,0,1,G,1011010084,,1011010084,INEI,3754,-76.58439666700,-9.87377000000,-9.87376999999998-76.584396667
190304,PASCO,OXAPAMPA,PALCAZU,615791,Los Angeles,LOS ANGELES,0,0,,,,,INEI,313,-75.28383002000,-9.88487302000,-9.88487301999993-75.28383002
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),515908,Shogosh,SHOGOSH,0,0,,1001060018,,1001060018,IGN,3078,-76.44147090000,-9.88439615000,-9.88439614999993-76.4414709
101105,HUANUCO,YAROWILCA,JACAS CHICO,537491,Chasqui,CHASQUI,0,1,IP,1011050024,,1011050024,MED-GPS,3583,-76.49712446000,-9.88435020000,-9.88435019999997-76.49712446
100804,HUANUCO,PACHITEA,UMARI,545282,Ollucoloma,OLLUCOLOMA,0,0,,1008040037,,1008040037,IGN,2691,-76.02424415000,-9.88405428000,-9.88405427999993-76.02424415
021702,ANCASH,RECUAY,CATAC,221023,Yanca Huayo,YANCA HUAYO,0,0,,,,,IGN,4019,-77.34141915000,-9.88403615000,-9.88403614999993-77.34141915
100101,HUANUCO,HUANUCO,HUANUCO,237728,Huanpar,HUANPAR,0,0,,1001010009,,1001010009,IGN,3085,-76.26259390000,-9.88397077000,-9.88397076999996-76.2625939
100101,HUANUCO,HUANUCO,HUANUCO,621062,Riura Pampa,RIURA PAMPA,0,0,,1001010010,,1001010010,INEI,2358,-76.24604069000,-9.89918779600,-9.89918779599998-76.24604069
020504,ANCASH,BOLOGNESI,AQUIA,245881,Mina Quenhua Ragra,MINA QUENHUA RAGRA,0,0,,,,,IGN,4630,-77.10788426000,-9.88383414000,-9.88383413999998-77.1078842599999
101103,HUANUCO,YAROWILCA,CHACABAMBA,530329,Huinac,HUINAC,0,0,,1011030003,,1011030003,IGN,3480,-76.61548577000,-9.88377753000,-9.88377752999997-76.61548577
101105,HUANUCO,YAROWILCA,JACAS CHICO,545816,Gamtu,GAMTU,0,0,,1011050021,,1011050021,IGN,3653,-76.49454415000,-9.88365428000,-9.88365427999997-76.49454415
100301,HUANUCO,DOS DE MAYO,LA UNION,525005,Casamachay,CASAMACHAY,0,0,,,,,IGN,3833,-76.73879715000,-9.88346141000,-9.88346140999994-76.73879715
100301,HUANUCO,DOS DE MAYO,LA UNION,542846,Piteg,PITEG,0,0,,,,,IGN,3611,-76.76269676000,-9.88341015000,-9.88341014999997-76.76269676
020202,ANCASH,AIJA,CORIS,112097,Hacienda Maria Esther,HACIENDA MARIA ESTHER,0,0,,0202020063,,0202020063,IGN,1565,-77.77117538000,-9.88321402000,-9.88321401999997-77.77117538
021702,ANCASH,RECUAY,CATAC,520143,Urio,URIO,0,0,,,,,IGN,4197,-77.30353277000,-9.88319253000,-9.88319252999997-77.3035327699999
100301,HUANUCO,DOS DE MAYO,LA UNION,128962,Toldorumi,TOLDORUMI,0,0,,,,,IGN,3927,-76.73486152000,-9.88312453000,-9.88312452999998-76.73486152
021702,ANCASH,RECUAY,CATAC,117229,Carpa,CARPA,0,0,,0217020054,,0217020054,IGN,4190,-77.29474052000,-9.88305952000,-9.88305951999996-77.2947405199999
020504,ANCASH,BOLOGNESI,AQUIA,611616,Piccha Paccha,PICCHA PACCHA,0,0,,0205040012,,0205040012,INEI,4243,-77.10805000000,-9.90455333300,-9.90455333299997-77.1080499999999
190304,PASCO,OXAPAMPA,PALCAZU,519682,Huampumayo,HUAMPUMAYO,0,0,,,,,IGN,297,-75.35560539000,-9.88297640000,-9.88297639999996-75.3556053899999
100101,HUANUCO,HUANUCO,HUANUCO,613483,Tres de Mayo De Yanacocha,TRES DE MAYO DE YANACOCHA,0,0,,1001010002,,1001010002,INEI,3507,-76.38252833300,-9.83353333300,-9.83353333299993-76.382528333
020508,ANCASH,BOLOGNESI,HUALLANCA,543486,Jircarcancha,JIRCARCANCHA,0,0,,0205080034,,0205080034,IGN,3855,-76.88276777000,-9.88276778000,-9.88276777999994-76.88276777
101005,HUANUCO,LAURICOCHA,RONDOS,534249,Sagracorral,SAGRACORRAL,0,0,,,,,IGN,4162,-76.64522014000,-9.88275378000,-9.88275377999997-76.6452201399999
021702,ANCASH,RECUAY,CATAC,240204,Huerenga,HUERENGA,0,0,,,,,IGN,4087,-77.33199352000,-9.88273965000,-9.88273964999996-77.33199352
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),235809,Fundo Mesapata,FUNDO MESAPATA,0,0,,,,,IGN,3481,-76.46300815000,-9.88272765000,-9.88272764999994-76.46300815
020508,ANCASH,BOLOGNESI,HUALLANCA,241145,Yurac Puquio,YURAC PUQUIO,0,0,,,,,IGN,3773,-76.95179813000,-9.88265028000,-9.88265027999995-76.95179813
